"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Massinha Clayeez Fofo Bicho 12g","CLAYEEZ","2478512-diverfofobicho","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","diver fofo bicho","Modele seu fofo bicho com massinha Clayeez O Massinha Clayeez Fofo Bicho 12 g entrega pura diversão em formato compacto. Cada unidade traz duas cores vibrantes de massinha Air Clay e um animalzinho surpresa para compor — de aparência adorável e cheio de carisma. A massinha é leve, macia e maleável, não tóxica, e seca ao ar, caso queira transformar em uma escultura permanente. Um mimo criativo perfeito para presentear, colecionar ou presentear. ATENÇÃO: - Os produtos são sortidos, não é possív...","https://www.chinelarialeilaneneves.com.br/massinha-clayeez-fofo-bicho-12g-diver-fofo-bicho","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11118/01-massinha-clayeez-fofo-bicho-12g.png?ims=290x290","true","false"
"Massinha Clayeez Fofo Dino 12g","CLAYEEZ","2478514-sortdino","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","sort dino","Modele seu fofíssimo Dino com Clayeez O Massinha Clayeez Fofo Dino 12 g traz diversão compacta e cheia de carisma! Cada unidade vem com duas cores vibrantes de massinha Air Clay e um dinossauro fofo surpresa para brincar ou colecionar. A massinha é leve, maleável, segura (não tóxica) e seca ao ar, caso queira transformar em uma escultura permanente — perfeita para soltar a imaginação em qualquer lugar. ATENÇÃO: - Os produtos são sortidos, não é possível escolher o modelo no ato da compra. - C...","https://www.chinelarialeilaneneves.com.br/massinha-clayeez-fofo-dino-12g-sort-dino","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11125/01-massinha-clayeez-fofo-dino-12g.png?ims=290x290","true","false"
"Massinha Clayeez Fofo Móvel 12g","CLAYEEZ","2478513-sortfofomovel","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","sort fofo movel","Modele seu fofo móvel com Clayeez O Massinha Clayeez Fofo Móvel 12 g traz um brinquedo compacto e sortido, e massina fofa para soltar a criatividade. Cada unidade inclui duas cores vibrantes de massinha Air Clay e um adorável objeto surpresa (carro, trem, submarino, avião, navio ou foguete em miniatura) para colecionar. A massa é leve, macia, maleável e atóxica, além de secar ao ar — ideal para brincar, customizar, expor ou presentear em qualquer lugar. ATENÇÃO: - Os produtos são sortidos, nã...","https://www.chinelarialeilaneneves.com.br/massinha-clayeez-fofo-movel-12g-sort-fofo-movel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11136/05-massinha-clayeez-fofo-movel-12g.png?ims=290x290","true","false"
"Massinha Clayeez Kit Modele Seu Monstro 38g","CLAYEEZ","2374722-sotmaximus","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","28.99","27.54","UN","sot maximus","Modele seu monstro com a massinha Air Clay da Clayeez O Massinha Clayeez Kit Modele Seu Monstro 38 g traz um universo de criatividade nas mãos dos pequenos artistas. O kit contém três potes de massinha Air Clay de 12 g cada, além de um sachê de 2 g e um tutorial impresso com o passo a passo para montar um dos adoráveis monstros da coleção — entre eles: Maximus, Octavia, Cupcake, Sr. Bigode, Picles e Rocklópe. A massa é leve, macia e super versátil: estica, modela, pula e seca ao ar, virando u...","https://www.chinelarialeilaneneves.com.br/massinha-clayeez-kt-seu-monstro-38g-sot-maximus","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11104/10-massinha-clayeez-kit-modele-seu-monstro-38g.png?ims=290x290","true","false"
"Massinha Clayeez Kit Modele Seu Pet 38g","CLAYEEZ","2374721-sortseupet","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","28.99","27.54","UN","sort seu pet","Modele seu pet com a massinha criativa da Clayeez O Massinha Clayeez Kit Modele Seu Pet 38 g é pura fofura criativa para os pequenos! Ele traz 3 potes de massinha Air Clay de 12 g, 1 sachê extra de 2 g e um tutorial impresso para guiar a modelagem de um pet encantador. Entre os modelos disponíveis estão Belinha, Bolota, Miau, Caramelo, Ana Iguana e Zé, cada um com aparência e personalidade próprias. A massa Air Clay é leve, super maleável, não tóxica e seca ao ar — sem necessidade de forno ou...","https://www.chinelarialeilaneneves.com.br/massinha-clayeez-kit-seu-pet-38g-sort-seu-pet","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11105/01-massinha-clayeez-kit-modele-seu-pet-38g.png?ims=290x290","true","false"
"Massinha Stiica e Pula Dinossauro 20g","STIICA E PULA","2475737-DINOCORESDIVERSAS","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","DINO CORES DIVERSAS","Uma massinha que pula e dá asas à imaginação! A Massinha Stiica e Pula Dinossauro é pura diversão! Flexível, leve e saltitante, essa massinha permite que as crianças moldem formas criativas, façam a massinha pular como uma bolinha e se surpreendam com sua textura diferente. Cada potinho vem com 4 cores vibrantes para moldar um dinossauro – são 3 modelos diferentes para colecionar! Um brinquedo lúdico e educativo, ideal para soltar a imaginação, brincar sozinho ou com os amigos, e desenvolver ...","https://www.chinelarialeilaneneves.com.br/massinha-stiica-e-pula-dinossauro-20g-dino-cores-diversas","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/10962/01-massinha-stiica-e-pula-dinossauro-20g.png?ims=290x290","true","false"
"Massinha Stiica e Pula UNO™ 20g","STIICA E PULA","2477493-sortuno","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","sort uno","Titulo 01 A Massinha Stiica e Pula UNO™ 20g traz uma combinação incrível de textura, cor e criatividade! Com inspiração no famoso jogo de cartas UNO™, o produto vem com quatro divisões de cores vibrantes que representam as cartas clássicas: vermelho, azul, verde e amarelo. A massinha possui uma textura leve e elástica (Air Clay), que pode ser moldada e esticada! Além da diversão garantida, é um brinquedo que estimula a coordenação motora fina, o tato e a imaginação dos pequenos. É uma excelen...","https://www.chinelarialeilaneneves.com.br/massinha-stiica-e-pula-uno-20g-sort-uno","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11072/01-massinha-stiica-e-pula-uno-20g.png?ims=290x290","true","false"
"Massinha Stiica e Pula Unicórnio 20g","STIICA E PULA","2477204-ROSAAZULBRANCOLILAS","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","ROSA/AZUL/BRANCO/LILAS","Perfeita para soltar a criatividade A Massinha Stiica e Pula Unicórnio é pura diversão e magia para os pequenos! Com 4 compartimentos recheados de massinhas coloridas e vibrantes (rosa, lilás, azul e branco), ela tem uma textura leve e elástica que permite esticar, modelar e até fazer pular! Inspirada no universo dos unicórnios, essa massinha encanta pelas cores e pelo formato lúdico da embalagem, que traz o rostinho simpático do unicórnio como destaque. É ideal para crianças a partir de 3 an...","https://www.chinelarialeilaneneves.com.br/massinha-stiica-e-pula-unicornio-20g-rosa-azul-branco-lilas","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11053/01-massinha-stiica-e-pula-unicornio-20g.png?ims=290x290","true","false"
"Meia Invisível Atoalhado Actvitta 4998.3.30139","Actvitta","2383776-pretobrancocinza","Marcas","Actvitta","Feminino","Adulto","Meia","36.90","35.06","33/38 | 39/44","preto/branco/cinza","Discrição e Conforto no Dia a Dia A Meia Invisível Actvitta é ideal para quem busca praticidade e discrição. Com corte mais baixo que não aparece no calçado, é perfeita para o uso com tênis. O tecido macio proporciona toque agradável, sem causar incômodos ao longo do dia. Ajuste Anatômico e Praticidade O formato anatômico se adapta ao pé com leveza e firmeza, evitando que a meia escorregue durante o uso. Seu design básico e funcional atende bem a diferentes situações do dia, desde caminhadas ...","https://www.chinelarialeilaneneves.com.br/meia-invisivel-atoalhado-actvitta-4998-3-30139-preto-branco-cinza","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10250/01-meia-invisivel-atoalhado-actvitta-4998-3-30139.png?ims=290x290","true","false"
"Mola Doce Brinquedo Unicórnio","Doce Brinquedo","2480838-MOLAUNICORNIOCOLOR","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","MOLA UNICORNIO COLOR","BRINQUEDO INDICADO PARA CRIANÇAS MAIORES DE 5 ANOS MOLA DOCE BRINQUEDO UNICÓRNIO A Mola Doce Brinquedo Unicórnio é pura diversão e encanto para crianças e adultos! Com seu design colorido e estampa temática de unicórnio, ela proporciona horas de entretenimento, estimulando a criatividade, coordenação motora e relaxamento. É perfeita para brincar passando de mão em mão, descendo escadas ou criando movimentos incríveis, garantindo momentos alegres e leves. ATENÇÃO: - Os produtos têm variações d...","https://www.chinelarialeilaneneves.com.br/mola-doce-brinquedo-unicornio-mola-unicornio-color","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11176/01-mola-doce-brinquedo-unicornio.png?ims=290x290","true","false"
"Mola Mania Doce Brinquedo","Doce Brinquedo","2480837-MOLASORTIDA","Marcas","Doce Brinquedo","Feminino","Infantil","Brinquedo","16.99","16.14","UN","MOLA SORTIDA","MOLA MANIA DOCE BRINQUEDO A Mola Mania Doce Brinquedo é aquele clássico brinquedo que nunca sai de moda e garante diversão para todas as idades. Com cores vibrantes e um formato flexível, ela pode rolar pelas mãos, escadas e superfícies, criando movimentos hipnotizantes que encantam crianças e adultos. É perfeita para estimular a coordenação motora, aliviar o estresse e proporcionar momentos de alegria em qualquer lugar. Compacta e leve, você pode levar sua mola para brincar em casa, na escol...","https://www.chinelarialeilaneneves.com.br/mola-doce-brinquedo-mania-mola-sortida","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11189/01-mola-mania-doce-brinquedo.png?ims=290x290","true","false"
"Papete Feminino Slide Modare 7162.330 Tresse Berl","Modare","2588141-15745pretotre","Marcas","Modare","Feminino","Adulto","Papete","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745 preto tre","Estilo moderno com máximo conforto.","https://www.chinelarialeilaneneves.com.br/papete-slide-modare-7162-330-tresse-berl-15745-preto-tre","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14970/01-papete-feminino-slide-modare-7162-330-tresse-berl.png?ims=290x290","true","false"
"Papete Slide Feminino Modare 7178.116 Cana Auria","Modare","2581673-106983pretopretohemati","Marcas","Modare","Feminino","Adulto","Papete","134.99","128.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","106983 preto/preto/hemati | 107005 avela/avela/jet","Ultraconforto com tiras brilhantes e palmilha massageadora.","https://www.chinelarialeilaneneves.com.br/papete-slide-modare-7178-116-cana-auria-106983-preto-preto-hemati","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14536/01-papete-slide-feminino-modare-7178-116-cana-auria.png?ims=290x290","true","false"
"Papete Slide Feminino Modare 7178.116 Cana Auria","Modare","2581673-107005avelaavelajet","Marcas","Modare","Feminino","Adulto","Papete","134.99","128.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","106983 preto/preto/hemati | 107005 avela/avela/jet","Ultraconforto com tiras brilhantes e palmilha massageadora.","https://www.chinelarialeilaneneves.com.br/papete-slide-modare-7178-116-cana-auria-107005-avela-avela-jet","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14543/08-papete-slide-feminino-modare-7178-116-cana-auria.png?ims=290x290","true","false"
"Papete Slide Feminino Modare 7200.112 Gorgurao","Modare","2586995-95373camelfl","Marcas","Modare","Feminino","Adulto","Papete","174.99","166.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","95373 camel fl","Conforto ajustável e estilo moderno","https://www.chinelarialeilaneneves.com.br/papete-slide-modare-7200-112-gorgurao-95373-camel-fl","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14859/01-papete-slide-feminino-modare-7200-112-gorgurao.png?ims=290x290","true","false"
"Papete Slide Molekinha 2357.103 Napa Turim","Molekinha","2368352-15758pretopreto","Marcas","Molekinha","Feminino","Infantil","Papete","99.90","94.91","26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","15758 preto/preto","Conforto A Papete Slide Molekinha 2357.103 foi pensada para proporcionar o máximo de conforto ao caminhar. Seu material leve e macio oferece bem-estar durante todo o dia.. A palmilha é aveludada e o solado tem boa flexibilidade, ideal para acompanhar os passos das pequenas com segurança e suavidade Versatilidade Versátil e estilosa, essa papete combina com diferentes looks e ocasiões. Pode ser usada tanto em passeios como no dia a dia, na escola ou em momentos de lazer. Seu design moderno e c...","https://www.chinelarialeilaneneves.com.br/papete-slide-molekinha-2357-103-napa-turim-15758-preto-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/9938/07-papete-slide-molekinha-2357-103-napa-turim.png?ims=290x290","true","false"
"Protetor de Calcanhar Oliver","Oliver","2481765-gelcal","Marcas","Oliver","Feminino","Adulto","Calçado","21.99","20.89","UN","gel cal","Protetor de Silicone para Calcanhar Garante mais conforto e segurança ao caminhar, pois evita que o calcanhar escape do calçado e que ocorra a formação de calos e bolhas. Feita em SILICONE transparente, ela é discreta e ideal para qualquer calçado fechado. Ideal para: Scarpins, Sapatilhas, Mocassins e Sapatos","https://www.chinelarialeilaneneves.com.br/protetor-de-calcanhar-oliver-gel-cal","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/11287/01-protetor-de-calcanhar-oliver.png?ims=290x290","true","false"
"Rasteira Feminina Vizzano 6371.1005 Pelica","Vizzano","2568442-85432pretocristalpreto","Marcas","Vizzano","Feminino","Adulto","Rasteira","124.99","118.74","34 | 35 | 36 | 37 | 38 | 39 | 40","107262 bege golden/branco | 85432 preto/cristal/preto","Rasteira com design elegante para looks sofisticados e confortáveis.","https://www.chinelarialeilaneneves.com.br/rasteira-vizzano-6371-1005-pelica-85432-preto-cristal-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14373/06-rasteira-feminina-vizzano-6371-1005-pelica.png?ims=290x290","true","false"
"Rasteira Feminina Vizzano 6371.1005 Pelica","Vizzano","2568442-107262begegoldenbranco","Marcas","Vizzano","Feminino","Adulto","Rasteira","124.99","118.74","34 | 35 | 36 | 37 | 38 | 39 | 40","107262 bege golden/branco | 85432 preto/cristal/preto","Rasteira com design elegante para looks sofisticados e confortáveis.","https://www.chinelarialeilaneneves.com.br/rasteira-vizzano-6371-1005-pelica-107262-bege-golden-branco","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14368/01-rasteira-feminina-vizzano-6371-1005-pelica.png?ims=290x290","true","false"
"Rasteira Feminina Vizzano 6553.101 Napa Garda","Vizzano","2568459-15745preto01","Marcas","Vizzano","Feminino","Adulto","Rasteira","94.99","90.24","34 | 35 | 36 | 37 | 38 | 39 | 40","104068 mocca | 15745 preto01","Rasteira Vizzano feminina para elevar qualquer look.","https://www.chinelarialeilaneneves.com.br/rasteira-vizzano-6553-101-napa-garda-15745-preto01","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14387/06-rasteira-feminina-vizzano-6553-101-napa-garda.png?ims=290x290","true","false"
"Rasteira Feminina Vizzano 6553.101 Napa Garda","Vizzano","2568459-104068mocca","Marcas","Vizzano","Feminino","Adulto","Rasteira","94.99","90.24","34 | 35 | 36 | 37 | 38 | 39 | 40","104068 mocca | 15745 preto01","Rasteira Vizzano feminina para elevar qualquer look.","https://www.chinelarialeilaneneves.com.br/rasteira-vizzano-6553-101-napa-garda-104068-mocca","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14382/01-rasteira-feminina-vizzano-6553-101-napa-garda.png?ims=290x290","true","false"
"Rasteira Slide Infantil Molekinha 2354.133 Camu Flex","Molekinha","2583836-15745pretoras","Marcas","Molekinha","Infantil","Infantil","Rasteira","94.99","90.24","26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","15745 preto/ras | 35312 branco off/ras","Brilho em strass e design moderno para meninas estilosas.","https://www.chinelarialeilaneneves.com.br/rasteira-slide-molekinha-2354-133-camu-flex-15745-preto-ras","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14670/06-rasteira-slide-molekinha-2354-133-camu-flex-rasteira-slide-molekinha-2354-133-camu-flex-15745-preto-ras-26.png?ims=290x290","true","false"
"Rasteira Slide Infantil Molekinha 2354.133 Camu Flex","Molekinha","2583836-35312brancooffras","Marcas","Molekinha","Infantil","Infantil","Rasteira","94.99","90.24","26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36","15745 preto/ras | 35312 branco off/ras","Brilho em strass e design moderno para meninas estilosas.","https://www.chinelarialeilaneneves.com.br/rasteira-slide-molekinha-2354-133-camu-flex-35312-branco-off-ras","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14665/01-rasteira-slide-molekinha-2354-133-camu-flex-rasteira-slide-molekinha-2354-133-camu-flex-15745-preto-ras-26.png?ims=290x290","true","false"
"Sandalia Feminina  Modare 7210.210 Np Floa Nat","Modare","2590577-95373camelna","Marcas","Modare","Feminino","Adulto","Sandália","184.99","175.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","95373 camel na","sofisticação para o dia a dia.","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7210-210-np-floa-nat-95373-camel-na","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/15017/01-sandalia-feminina-modare-7210-210-np-floa-nat.png?ims=290x290","true","false"
"Sandalia Feminina Grendha 19376 Mare","Grendha","2583540-bx671offwhitemedio","Marcas","Grendha","Feminino","Adulto","Sandália","52.99","50.34","33/34 | 35 | 36 | 37 | 38 | 39/40","bx670 preto | bx671 off white medio | bx673 marrom urso","Detalhe metálico em concha e tiras delicadas.","https://www.chinelarialeilaneneves.com.br/sandalia-grendha-19376-mare-bx671-off-white-medio","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14644/04-sandalia-feminina-grendha-19376-mare.png?ims=290x290","true","false"
"Sandalia Feminina Grendha 19376 Mare","Grendha","2583540-bx670preto","Marcas","Grendha","Feminino","Adulto","Sandália","52.99","50.34","33/34 | 35 | 36 | 37 | 38 | 39/40","bx670 preto | bx671 off white medio | bx673 marrom urso","Detalhe metálico em concha e tiras delicadas.","https://www.chinelarialeilaneneves.com.br/sandalia-grendha-19376-mare-bx670-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14647/07-sandalia-feminina-grendha-19376-mare.png?ims=290x290","true","false"
"Sandalia Feminina Grendha 19376 Mare","Grendha","2583540-bx673marromurso","Marcas","Grendha","Feminino","Adulto","Sandália","52.99","50.34","33/34 | 35 | 36 | 37 | 38 | 39/40","bx670 preto | bx671 off white medio | bx673 marrom urso","Detalhe metálico em concha e tiras delicadas.","https://www.chinelarialeilaneneves.com.br/sandalia-grendha-19376-mare-bx673-marrom-urso","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14641/01-sandalia-feminina-grendha-19376-mare.png?ims=290x290","true","false"
"Sandalia Feminina Modare 7200.102 London","Modare","2568041-94260bronze1150","Marcas","Modare","Feminino","Adulto","Sandália","184.99","175.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","94260 bronze 1150","Versátil, confortável e pronta para elevar seus looks casuais.","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7200-102-london-94260-bronze-1150","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14338/01-sandalia-feminina-modare-7200-102-london.png?ims=290x290","true","true"
"Sandalia Feminina Modare 7210.209 Nobuck Ultr","Modare","2590578-108352alecrimv","Marcas","Modare","Feminino","Adulto","Sandália","164.99","156.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","108352 alecrim v","Máximo conforto com estilo para o dia a dia.","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7210-209-nobuck-ultr-108352-alecrim-v","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/15028/01-sandalia-feminina-modare-7210-209-nobuck-ultr.png?ims=290x290","true","false"
"Sandalia Feminina Modare 7222.104 New plus","Modare","2583790-95373camelnew","Marcas","Modare","Feminino","Adulto","Sandália","184.90","175.66","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","95373 camel/new","Ultraconforto com elástico traseiro e detalhe metálico elegante.","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7222-104-new-plus-95373-camel-new","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14654/01-sandalia-feminina-modare-7222-104-new-plus.png?ims=290x290","true","false"
"Sandalia Modare Feminina7208.108 Elas/Can","Modare","2585116-15745pretocan","Marcas","Modare","Feminino","Adulto","Sandália","144.99","137.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","100196 avela can | 15745 preto/can","Ultra Conforto com pedrarias que valorizam seu look","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7208-108-elas-can-15745-preto-can","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14749/01-sandalia-modare-feminina7208-108-elas-can.png?ims=290x290","true","false"
"Sandalia Modare Feminina7208.108 Elas/Can","Modare","2585116-100196avelacan","Marcas","Modare","Feminino","Adulto","Sandália","144.99","137.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","100196 avela can | 15745 preto/can","Ultra Conforto com pedrarias que valorizam seu look","https://www.chinelarialeilaneneves.com.br/sandalia-modare-7208-108-elas-can-100196-avela-can","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14755/07-sandalia-modare-feminina7208-108-elas-can.png?ims=290x290","true","false"
"Sandalia Papete Baby Molekinho 2135.174 Estilo/Eva","Molekinho","2582223-109448pretocaramelo","Marcas","Molekinho","Unissex Baby","Baby","Sandália","94.99","90.24","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","109448 preto/caramelo","Velcro e solado leve para mais conforto e segurança.","https://www.chinelarialeilaneneves.com.br/sandalia-papete-molekinho-2135-174-estilo-eva-109448-preto-caramelo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14594/01-sandalia-papete-baby-molekinho-2135-174-estilo-eva.png?ims=290x290","true","false"
"Sandalia Papete Baby Molekinho 2650.203 Rustico Neo","Molekinho","2582221-107178marinhocarambran","Marcas","Molekinho","Unissex Baby","Baby","Sandália","94.99","90.24","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","107178 marinho/caram/bran","Fechamento em velcro e solado leve para o dia a dia.","https://www.chinelarialeilaneneves.com.br/sandalia-papete-molekinho-2650-203-rustico-neo-107178-marinho-caram-bran","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14583/01-sandalia-papete-baby-molekinho-2650-203-rustico-neo.png?ims=290x290","true","false"
"Sandalia Papete Feminino Modare 7162.306 Elastico","Modare","2588793-52531nudesa","Marcas","Modare","Feminino","Adulto","Sandália","104.99","99.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","100196 avela s | 52531 nude sa","Conforto, ajuste perfeito e praticidade","https://www.chinelarialeilaneneves.com.br/sandalia-papete-modare-7162-306-elastico-52531-nude-sa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14997/01-sandalia-papete-feminino-modare-7162-306-elastico.png?ims=290x290","true","false"
"Sandalia Papete Feminino Modare 7162.306 Elastico","Modare","2588793-100196avelas","Marcas","Modare","Feminino","Adulto","Sandália","104.99","99.74","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","100196 avela s | 52531 nude sa","Conforto, ajuste perfeito e praticidade","https://www.chinelarialeilaneneves.com.br/sandalia-papete-modare-7162-306-elastico-100196-avela-s","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/15004/08-sandalia-papete-feminino-modare-7162-306-elastico.png?ims=290x290","true","false"
"Sandalia Vizzano Feminina 6235.1727 Vern Premi","Vizzano","2571135-35312brancooffp","Marcas","Vizzano","Feminino","Adulto","Sandália","124.99","118.74","34 | 35 | 36 | 37 | 38 | 39 | 40","101321 chocolate/p | 35312 branco off/p","Sandália Vizzano Verniz Premium com acabamento brilhante e detalhes metálicos sofisticados.","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6235-1727-vern-premi-35312-branco-off-p","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14453/06-sandalia-vizzano-feminina-6235-1727-vern-premi.png?ims=290x290","true","false"
"Sandalia Vizzano Feminina 6235.1727 Vern Premi","Vizzano","2571135-101321chocolatep","Marcas","Vizzano","Feminino","Adulto","Sandália","124.99","118.74","34 | 35 | 36 | 37 | 38 | 39 | 40","101321 chocolate/p | 35312 branco off/p","Sandália Vizzano Verniz Premium com acabamento brilhante e detalhes metálicos sofisticados.","https://www.chinelarialeilaneneves.com.br/sandalia-vizzano-6235-1727-vern-premi-101321-chocolate-p","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14448/01-sandalia-vizzano-feminina-6235-1727-vern-premi.png?ims=290x290","true","false"
"Sandália Beira Rio 8367.878 London","Beira Rio","2547931-00066douradolondon","Marcas","Beira Rio","Feminino","Adulto","Sandália","134.99","128.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","00066 dourado london | prata london","Conforto Desenvolvida para proporcionar bem-estar ao longo do uso, essa sandália conta com palmilha macia que se adapta aos pés, oferecendo uma pisada suave e agradável. O solado leve ajuda a reduzir o impacto ao caminhar, tornando o modelo ideal para quem busca conforto em rotinas prolongadas. Estilo O destaque fica por conta das tiras delicadas com aplicações metalizadas, que valorizam o visual com um toque moderno e feminino. O acabamento elegante permite composições mais refinadas, sem ab...","https://www.chinelarialeilaneneves.com.br/sandalia-beira-rio-8367-878-london-00066-dourado-london","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12768/05-sandalia-beira-rio-8367-878-london.png?ims=290x290","true","true"
"Sandália Beira Rio 8367.878 London","Beira Rio","2547931-pratalondon","Marcas","Beira Rio","Feminino","Adulto","Sandália","134.99","128.24","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","00066 dourado london | prata london","Conforto Desenvolvida para proporcionar bem-estar ao longo do uso, essa sandália conta com palmilha macia que se adapta aos pés, oferecendo uma pisada suave e agradável. O solado leve ajuda a reduzir o impacto ao caminhar, tornando o modelo ideal para quem busca conforto em rotinas prolongadas. Estilo O destaque fica por conta das tiras delicadas com aplicações metalizadas, que valorizam o visual com um toque moderno e feminino. O acabamento elegante permite composições mais refinadas, sem ab...","https://www.chinelarialeilaneneves.com.br/sandalia-beira-rio-8367-878-london-prata-london","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12764/01-sandalia-beira-rio-8367-878-london.png?ims=290x290","true","true"
